Gene,GeneID
IGFBP2,4355
ELMOD3,4356
IGFBP5,4357
USP34,4358
EFHD1,4359
KCNJ13,4360
CCT4,4361
GGCX,4362
NEU2,4363
EHBP1,4364
OTX1,4365
TXNDC9,4366
COQ10B,4367
GNLY,4368
SF3B1,4369
ST3GAL5,4370
CHST10,4371
PDCL3,4372
MOB4,4373
HSPE1,4374
KDM3A,4375
PLCD4,4376
CHMP3,4377
ZNF142,4378
IL1R2,4379
PRKAG3,4380
SMYD1,4381
IL1R1,4382
WNT6,4383
IL1RL2,4384
IL1RL1,4385
IL18R1,4386
IL18RAP,4387
SLC9A2,4388
FHL2,4389
MLPH,4390
CNPPD1,4391
UXS1,4392
ABCB6,4393
STK16,4394
SLC5A7,4395
HDLBP,4396
PPP1R7,4397
PASK,4398
STK25,4399
TPO,4400
PROC,4401
ID2,4402
TAF1B,4403
HPCAL1,4404
ODC1,4405
BIRC6,4406
NOL10,4407
PLEKHB2,4408
GORASP2,4409
STRN,4410
CEBPZ,4411
PRKD3,4412
DCAF17,4413
QPCT,4414
RAB3GAP1,4415
SLC25A12,4416
RMDN2,4417
DLX2,4418
LCT,4419
DARS1,4420
SRSF7,4421
SDC1,4422
PLCL1,4423
SLC1A4,4424
SOS1,4425
KYNU,4426
WIPF1,4427
ORC2,4428
COX7A2L,4429
PNO1,4430
ORC4,4431
PLEK,4432
RND3,4433
ATF2,4434
THADA,4435
AAK1,4436
TRAK2,4437
C2orf42,4438
TIA1,4439
PCYOX1,4440
KISS1R,4441
EPAS1,4442
ARID3A,4443
SUMO1,4444
CD207,4445
GRIN3B,4446
VAX2,4447
ATP6V1B1,4448
NFE2L2,4449
MSH6,4450
PLEKHA3,4451
SPR,4452
EPHA4,4453
PARD3B,4454
FARSB,4455
ALMS1,4456
BCL9,4457
PRRX1,4458
DHCR24,4459
DNAJC16,4460
MARK1,4461
TNR,4462
MORN1,4463
GPX7,4464
CACYBP,4465
SCP2,4466
TPSG1,4467
PAPPA2,4468
RALGPS2,4469
ANGPTL1,4470
CEP104,4471
FAM20B,4472
TCEANC2,4473
TMEM59,4474
LRRC42,4475
WRAP73,4476
NPHS2,4477
MRPL37,4478
ICMT,4479
RPL22,4480
CHD5,4481
QSOX1,4482
STXBP3,4483
PHF13,4484
ERRFI1,4485
PARK7,4486
ELAPOR1,4487
OPRD1,4488
AMPD2,4489
SRSF4,4490
MECR,4491
KCNC4,4492
EDEM3,4493
WDR77,4494
ATP5PB,4495
RAP1A,4496
HDAC1,4497
CAPZA1,4498
S100PBP,4499
RNF19B,4500
SCAMP3,4501
TRIM62,4502
ASH1L,4503
DLGAP3,4504
SFPQ,4505
RHOU,4506
GON4L,4507
ARHGEF2,4508
LAMTOR2,4509
MEF2D,4510
DOCK7,4511
SRM,4512
FBXO2,4513
FBXO6,4514
C1orf21,4515
SWT1,4516
MAD2L2,4517
DNAJC6,4518
LEPR,4519
IVNS1ABP,4520
KIAA2013,4521
MFN2,4522
PRG4,4523
MIIP,4524
SMG7,4525
NCF2,4526
PDC,4527
SLC35D1,4528
PLA2G4A,4529
GADD45A,4530
PRAMEF1,4531
PRAMEF12,4532
WLS,4533
PRDM2,4534
RGS2,4535
RPE65,4536
RO60,4537
AMPD1,4538
UCHL5,4539
BCAS2,4540
SRSF11,4541
CTH,4542
AGMAT,4543
OLFML3,4544
TNNI3K,4545
CFHR3,4546
PLEKHM2,4547
CRYZ,4548
PHTF1,4549
ZBTB17,4550
CD58,4551
TFAP2E,4552
CD2,4553
TTF2,4554
NR5A2,4555
KIF21B,4556
TMEM9,4557
ADPRS,4558
MAP7D1,4559
WARS2,4560
HAO2,4561
OSCP1,4562
MRPS15,4563
EXOC8,4564
GNPAT,4565
TSNAX,4566
AIRIM,4567
RRAGC,4568
NID1,4569
LGALS8,4570
NT5C1A,4571
HPCAL4,4572
MTR,4573
BMP8B,4574
MYCL,4575
SIPA1L2,4576
ZP4,4577
RLF,4578
KMO,4579
ZNF684,4580
KCNQ4,4581
RIMS3,4582
AKT3,4583
ETV3,4584
ACADM,4585
ST6GALNAC5,4586
SLAMF1,4587
CD48,4588
ADGRL2,4589
PADI2,4590
SDHB,4591
MFAP2,4592
RPF1,4593
KDM5B,4594
UAP1,4595
ACTL8,4596
CTBS,4597
RGS4,4598
KLHL12,4599
IGSF21,4600
SSX2IP,4601
ZNHIT6,4602
PLA2G2D,4603
RBBP5,4604
GBP3,4605
GBP1,4606
KIF17,4607
GPR89A,4608
CDK18,4609
RAB29,4610
CD160,4611
ECE1,4612
HMGCL,4613
GALE,4614
ID3,4615
CR2,4616
CD46,4617
PRPF3,4618
APH1A,4619
P3H1,4620
SLC2A1,4621
EBNA1BP2,4622
CDC20,4623
MPL,4624
ARTN,4625
IPO13,4626
ATP6V0B,4627
B4GALT2,4628
ERI3,4629
PTCH2,4630
AKR1A1,4631
PRDX1,4632
PIK3R3,4633
TSPAN1,4634
BLZF1,4635
CCDC181,4636
SLC19A2,4637
FAAH,4638
NSUN4,4639
TMED5,4640
DR1,4641
CNN3,4642
PRRC2C,4643
F3,4644
ABCD3,4645
VAMP4,4646
DPH5,4647
FASLG,4648
PTBP2,4649
TNFSF4,4650
PRDX6,4651
DARS2,4652
HSD11B1,4653
IRF6,4654
UTP25,4655
PLPPR5,4656
PLPPR4,4657
SERPINC1,4658
RCAN3,4659
SYF2,4660
RSRP1,4661
SLC35A3,4662
RCOR3,4663
STMN1,4664
MTFR1L,4665
MAN1C1,4666
NEK2,4667
RPS6KA1,4668
DHDDS,4669
NENF,4670
NSL1,4671
PROX1,4672
ARID1A,4673
CENPF,4674
RPA2,4675
PPP1R8,4676
STX12,4677
MTARC2,4678
SLC5A9,4679
OSBPL9,4680
TXNDC12,4681
ESYT2,4682
POLR1G,4683
MESD,4684
RCN2,4685
CHRNB4,4686
MUC5B,4687
CTSD,4688
COLEC11,4689
STAG1,4690
A4GNT,4691
STK11,4692
KMT2A,4693
TREH,4694
IFT46,4695
MMP8,4696
APOA1,4697
ZNF541,4698
SLC8A2,4699
KPTN,4700
RPS25,4701
KIF14,4702
TNNT2,4703
DDX59,4704
CAMSAP2,4705
ATF6,4706
CRYGD,4707
MREG,4708
FASTKD2,4709
NRP2,4710
CREB1,4711
KLF7,4712
TTR,4713
B4GALT6,4714
C1orf54,4715
CA14,4716
DNAI7,4717
IRAG2,4718
ATP10B,4719
SPCS2,4720
USP35,4721
ELOVL4,4722
FILIP1,4723
CASP8AP2,4724
HMGN3,4725
UBE3D,4726
CNR1,4727
ANKRD13C,4728
SGIP1,4729
PHF3,4730
ZC2HC1B,4731
ADGB,4732
PLAGL1,4733
FBXO30,4734
TNFAIP3,4735
AKAP7,4736
RAB32,4737
MYB,4738
ALDH8A1,4739
SGK1,4740
RNF146,4741
ARG1,4742
CCN2,4743
TCF21,4744
PMFBP1,4745
FBXL5,4746
MED28,4747
SLC16A7,4748
RXYLT1,4749
ZNF430,4750
VAMP8,4751
DCLRE1B,4752
MYL12B,4753
FOXO3,4754
ARMC2,4755
GHRH,4756
RPN2,4757
TGIF2,4758
CASQ2,4759
OLFM3,4760
PKD2,4761
ABCG2,4762
SPP1,4763
STBD1,4764
CCNI,4765
RARRES1,4766
MFSD1,4767
RAB3GAP2,4768
EEF2KMT,4769
PPL,4770
UBN1,4771
KLF12,4772
UCHL3,4773
PCDH17,4774
HS1BP3,4775
LDAH,4776
WDR35,4777
CCND2,4778
FGF23,4779
ELL2,4780
DNAH7,4781
CYP20A1,4782
NDUFB3,4783
GTF3C3,4784
SATB2,4785
UBE2B,4786
TRPM6,4787
GDA,4788
KLF9,4789
TJP2,4790
ECRG4,4791
ITGB1BP1,4792
CPSF3,4793
PIGZ,4794
SENP5,4795
CCDC92,4796
C1orf198,4797
TRIM67,4798
HEATR1,4799
PTBP3,4800
RAD23B,4801
FKBP15,4802
CTNNAL1,4803
ABITRAM,4804
DYNC2I2,4805
SET,4806
PTPA,4807
GLE1,4808
RAB14,4809
CNTRL,4810
TRIM32,4811
FBXW2,4812
PHF19,4813
NEK6,4814
BSPRY,4815
PPP6C,4816
NDUFA8,4817
HDHD3,4818
RBM18,4819
SLC46A2,4820
HSDL2,4821
MAPKAP1,4822
NR4A3,4823
INVS,4824
GALNT12,4825
DENND1A,4826
ALG2,4827
CSF3R,4828
KDSR,4829
VPS4B,4830
ONECUT2,4831
C19orf25,4832
ZBTB45,4833
YLPM1,4834
DCAF4,4835
PROX2,4836
VSX2,4837
FCF1,4838
PGF,4839
IFI27L2,4840
BBOF1,4841
NEK9,4842
ACYP1,4843
IFT43,4844
NPC2,4845
DNAL1,4846
IRF2BPL,4847
ACOT2,4848
LTBP2,4849
AREL1,4850
MLH3,4851
TTLL5,4852
FLVCR2,4853
ABCD4,4854
DLST,4855
PPP4R4,4856
TGFB3,4857
ZC2HC1C,4858
SLIRP,4859
RBM25,4860
ALDH6A1,4861
GPR68,4862
ESRRB,4863
EIF2B2,4864
NRDE2,4865
COQ6,4866
ZNF410,4867
RHOQ,4868
GPR75,4869
SUPT7L,4870
KLHL29,4871
DNMT3A,4872
TMEM214,4873
ATAD2B,4874
FKBP1B,4875
ATL2,4876
YPEL5,4877
FAM98A,4878
YIPF4,4879
AFTPH,4880
LGALSL,4881
CNRIP1,4882
BCL11A,4883
CRIPT,4884
EPCAM,4885
SLC17A5,4886
OGFRL1,4887
SLF2,4888
IDE,4889
TECTB,4890
ELOVL3,4891
IFIT3,4892
NKX2-3,4893
IFIT2,4894
GPAM,4895
CUTC,4896
PPP1R3C,4897
PYROXD2,4898
CNNM1,4899
MXI1,4900
SMNDC1,4901
C10orf88,4902
HELLS,4903
PRLHR,4904
TCTN3,4905
DENND10,4906
AVPI1,4907
WDR11,4908
ARMH3,4909
KCNIP2,4910
CFAP58,4911
GOT1,4912
CPN1,4913
C10orf95,4914
SFRP5,4915
GNA13,4916
HOXB8,4917
KANSL1,4918
HOXB5,4919
CRHR1,4920
HOXB3,4921
HOXB1,4922
DUSP1,4923
PANK3,4924
MSX2,4925
TEK,4926
RCL1,4927
CAAP1,4928
EQTN,4929
MOB3B,4930
INSL6,4931
INSL4,4932
MLANA,4933
CD274,4934
IFNA6,4935
IFNA8,4936
GRIA2,4937
NUP43,4938
MTHFD1L,4939
LRP11,4940
CCDC170,4941
PCMT1,4942
PLEKHG1,4943
MYCT1,4944
TASL,4945
MAGEB4,4946
CYSTM1,4947
WDR55,4948
ARAP3,4949
SLC25A2,4950
TNN,4951
MRPS14,4952
CENPL,4953
TNFSF18,4954
SEC16B,4955
GORAB,4956
GPR31,4957
ACAT2,4958
TCP1,4959
TTLL2,4960
SNX19,4961
KCNJ5,4962
MSANTD2,4963
TP53AIP1,4964
TEX11,4965
ARR3,4966
PDZD11,4967
SLC10A7,4968
NUDCD1,4969
ENY2,4970
MASTL,4971
KIAA1217,4972
PLXDC2,4973
EPC1,4974
IQSEC3,4975
CCDC77,4976
TAF12,4977
ENOX1,4978
TNFSF11,4979
MTRF1,4980
SOHLH2,4981
DNAJC15,4982
PROSER1,4983
UFM1,4984
WBP4,4985
ELF1,4986
SMAD9,4987
HSPH1,4988
KBTBD7,4989
ALG5,4990
EXOSC8,4991
ETF1,4992
TGFBI,4993
FAM53C,4994
SIL1,4995
PAIP2,4996
MYOT,4997
KDM3B,4998
EGR1,4999
SERP1,5000
PLS1,5001
ZFP30,5002
NR2C1,5003
UTP20,5004
TMPO,5005
ARL1,5006
GLT8D2,5007
MTERF2,5008
SOCS2,5009
NFYB,5010
WASHC3,5011
APAF1,5012
DUSP4,5013
CLU,5014
TNFRSF10B,5015
SORBS3,5016
PTK2B,5017
CHRNA2,5018
ADRA1A,5019
PPP3CC,5020
PDLIM2,5021
EPHX2,5022
RNF170,5023
NPPB,5024
UBIAD1,5025
TARDBP,5026
TNFRSF8,5027
PRAMEF2,5028
ZNF706,5029
LYPLA1,5030
CRISPLD1,5031
COPS5,5032
RDH10,5033
EPX,5034
AKAP1,5035
COIL,5036
TRIM25,5037
SCPEP1,5038
SPOP,5039
TBX2,5040
SLC35B1,5041
TBX4,5042
TEX14,5043
FAM117A,5044
NCAPH,5045
LRAT,5046
TMEM131L,5047
MND1,5048
TRIM6,5049
ABCC11,5050
TENT4B,5051
ADCY7,5052
CEP89,5053
TSHZ3,5054
ECHDC2,5055
TAS2R8,5056
PLBD1,5057
TAS2R10,5058
PRB2,5059
PYROXD1,5060
IAPP,5061
KCNJ8,5062
TAS2R7,5063
BCL2L14,5064
TAS2R9,5065
PSPC1,5066
ZNF549,5067
A1BG,5068
ZSCAN18,5069
ZNF211,5070
PDZRN3,5071
RGSL1,5072
LHX4,5073
RNF2,5074
TRMT1L,5075
SEC22A,5076
CSTA,5077
DPPA4,5078
POPDC2,5079
B4GALT4,5080
NAA50,5081
CD80,5082
KIF18A,5083
DESI2,5084
MAPK8IP1,5085
CRY2,5086
PEX16,5087
DEPDC7,5088
CAT,5089
PILRB,5090
ZMYM2,5091
GJB6,5092
GJA3,5093
TBC1D15,5094
ADGRB2,5095
HCRTR1,5096
ZCCHC17,5097
FABP3,5098
KHDRBS1,5099
TMEM39B,5100
CCRL2,5101
CCR2,5102
POLR3GL,5103
GHSR,5104
TNFSF10,5105
ZNF639,5106
SLITRK3,5107
PIK3CA,5108
PDS5A,5109
TMEM156,5110
LIAS,5111
CPXM2,5112
TMEM54,5113
ZSCAN20,5114
CSMD2,5115
HPCA,5116
LRIF1,5117
TMIGD3,5118
CLCC1,5119
GPSM2,5120
GTDC1,5121
CXCR4,5122
ZRANB3,5123
ACVR2A,5124
POLK,5125
SV2C,5126
FLT3,5127
RPL21,5128
MTIF3,5129
GTF3A,5130
RASL11A,5131
UBL3,5132
FYTTD1,5133
MTERF4,5134
XPNPEP2,5135
SASH3,5136
OCRL,5137
PAEP,5138
OBP2A,5139
MRPS2,5140
FMOD,5141
MYOG,5142
LAX1,5143
PLG,5144
KIAA1191,5145
COPA,5146
CD244,5147
LY9,5148
HS3ST2,5149
RBBP6,5150
ZC3H7A,5151
PRM2,5152
SERAC1,5153
ANXA11,5154
LDB3,5155
OPN4,5156
SHLD2,5157
PRXL2A,5158
ZNF205,5159
NAA60,5160
RPL5,5161
ODF2L,5162
PTGFR,5163
SPATA1,5164
TRMT13,5165
LRRC39,5166
RWDD3,5167
ZNF644,5168
CCDC18,5169
RPAP2,5170
SLC66A2,5171
BBS9,5172
PMS2,5173
ZMIZ2,5174
OCM,5175
SEPTIN7,5176
EEPD1,5177
KLHL7,5178
HERPUD2,5179
CBX3,5180
HNRNPA2B1,5181
WIPF3,5182
NXPH1,5183
NPY,5184
HYCC1,5185
HOXA7,5186
INHBA,5187
FKBP9,5188
NT5C3A,5189
ARL4A,5190
CCZ1,5191
POLM,5192
RAMP3,5193
MRM2,5194
TWIST1,5195
SMU1,5196
GLIPR2,5197
SLC25A51,5198
CLTA,5199
RECK,5200
SPINK4,5201
TAF1L,5202
ACO1,5203
PHF24,5204
DNAI1,5205
DCAF10,5206
CNTFR,5207
KIAA1549,5208
TRIM24,5209
CYREN,5210
CALD1,5211
AKR1D1,5212
NUDT10,5213
SFTPA1,5214
NEUROG3,5215
PLAU,5216
SRGN,5217
CHST3,5218
BICC1,5219
CISD1,5220
EGR2,5221
ECD,5222
P4HA1,5223
SLC25A16,5224
ZWINT,5225
VPS26A,5226
RBM19,5227
CIT,5228
IFT81,5229
ACADS,5230
HVCN1,5231
DDX54,5232
MED13L,5233
CDKN2C,5234
RNF11,5235
RASSF8,5236
BHLHE41,5237
SSPN,5238
ITPR2,5239
CCDC91,5240
NECAB1,5241
WWP1,5242
ACOT9,5243
PRDX4,5244
DDX39A,5245
PKN1,5246
TRIR,5247
ADGRE5,5248
WDR83,5249
GIPC1,5250
ACTRT1,5251
CCDC70,5252
SPRYD7,5253
EBPL,5254
ATP7B,5255
ZC3H13,5256
NLN,5257
CENPK,5258
OPTN,5259
ITIH5,5260
ATF1,5261
TSFM,5262
NEUROD4,5263
ARHGAP9,5264
NCKAP1L,5265
MMP19,5266
PFDN5,5267
SPATS2,5268
ORMDL2,5269
NR4A1,5270
PDE1B,5271
HOXC13,5272
CDK2,5273
LRP1,5274
HOXC11,5275
ATG101,5276
NFE2,5277
HOXC12,5278
IKZF4,5279
SMUG1,5280
TUBA1B,5281
EEF1AKMT3,5282
KBTBD4,5283
SARDH,5284
DBH,5285
ATPAF1,5286
STIL,5287
HJURP,5288
IL13RA2,5289
COL10A1,5290
AMD1,5291
NDUFAF4,5292
USP45,5293
PLP1,5294
SERPINA7,5295
MORF4L2,5296
H2BW1,5297
RAB9B,5298
NRK,5299
FAM199X,5300
ESX1,5301
MAGEA9,5302
ATXN3L,5303
RAB9A,5304
METTL8,5305
TTC21B,5306
NMI,5307
TNFAIP6,5308
ACVR1C,5309
BAZ2B,5310
SLC36A1,5311
LPGAT1,5312
BATF3,5313
G0S2,5314
KCNJ2,5315
RAP2C,5316
EXOSC9,5317
PLA2G12A,5318
B9D2,5319
COQ8B,5320
PFKFB2,5321
C4BPA,5322
C4BPB,5323
RAB38,5324
GPR83,5325
AGO2,5326
MXD4,5327
CKS2,5328
DAW1,5329
ACSL3,5330
CHPF,5331
DNPEP,5332
INHA,5333
MOGAT1,5334
OBSL1,5335
FAM124B,5336
SLC12A4,5337
ENKD1,5338
MC3R,5339
GCNT7,5340
CTCFL,5341
FAM210B,5342
PI3,5343
FAM209A,5344
SNX21,5345
SLPI,5346
WFDC3,5347
TTPAL,5348
PREX1,5349
KCNS1,5350
SLC12A5,5351
ARHGAP40,5352
SDC4,5353
NCOA3,5354
PIGT,5355
SEMG2,5356
MATN4,5357
NCOA5,5358
VAPB,5359
PARD6B,5360
ATP5F1E,5361
CHD6,5362
PLCG1,5363
TOX2,5364
SRSF6,5365
GDAP1L1,5366
GTSF1L,5367
ARFGEF2,5368
ZNFX1,5369
ZNF831,5370
EDN3,5371
CSE1L,5372
RAB22A,5373
PTGIS,5374
STAU1,5375
CDH26,5376
SNAI1,5377
MOCS3,5378
STX16,5379
PMEPA1,5380
RNF114,5381
DDX27,5382
RBPJL,5383
SEMG1,5384
CIMIP1,5385
BCAS4,5386
KCNK15,5387
TP53TG5,5388
PCK1,5389
ZBP1,5390
NEURL2,5391
MAGEA10,5392
MTRR,5393
FASTKD3,5394
PEPD,5395
CHST8,5396
IQSEC2,5397
VAMP7,5398
IL9R,5399
XG,5400
STAMBP,5401
NAGK,5402
MCEE,5403
PAIP2B,5404
SNRNP27,5405
MPHOSPH10,5406
IL17C,5407
ATP8A1,5408
USP22,5409
POF1B,5410
HIF3A,5411
ZNF576,5412
IRGC,5413
ZNF45,5414
LYPD3,5415
PSG8,5416
CEACAM8,5417
NDP,5418
USP9X,5419
CRISP2,5420
F13A1,5421
GRM4,5422
TRERF1,5423
PACSIN1,5424
BTN2A2,5425
SIRT5,5426
MRS2,5427
WRNIP1,5428
RRP36,5429
BTN1A1,5430
SNRPC,5431
SLC17A3,5432
SLC17A1,5433
SERPINB6,5434
XPO5,5435
ABCC10,5436
H1-3,5437
PEX6,5438
NQO2,5439
OARD1,5440
UNC5CL,5441
AARS2,5442
H1-1,5443
ZNF391,5444
RPS10,5445
MOCS1,5446
H2BC11,5447
MED20,5448
OR2B6,5449
TBCC,5450
SPDEF,5451
TCP11,5452
MAD2L1BP,5453
APOBEC2,5454
KLHDC3,5455
GNMT,5456
DNAH8,5457
TREM1,5458
MEA1,5459
KLHL31,5460
COL21A1,5461
CDKN1A,5462
SOX4,5463
GLO1,5464
CPNE5,5465
KCNK17,5466
RREB1,5467
SSR1,5468
RIOK1,5469
NRN1,5470
SLC35B3,5471
RPP40,5472
ATXN1,5473
NUP153,5474
DEK,5475
EEF1E1,5476
CRISP1,5477
RUNX2,5478
OPN5,5479
GCM2,5480
LRRFIP1,5481
RAB17,5482
CXCL6,5483
EREG,5484
TRIM51,5485
MYRF,5486
SCGB1D2,5487
SCGB2A1,5488
AHNAK,5489
EMC3,5490
SSUH2,5491
WNT1,5492
SH3TC1,5493
CNOT1,5494
BBS2,5495
MT1G,5496
MT2A,5497
PHAF1,5498
GOT2,5499
DOK4,5500
PIWIL1,5501
GPR18,5502
CLYBL,5503
TMTC4,5504
RAP2A,5505
SLC10A2,5506
ABCC4,5507
EFNB2,5508
SOX21,5509
TM9SF2,5510
HROB,5511
KIF25,5512
IRF1,5513
UPF3B,5514
RNF113A,5515
SEPTIN6,5516
TMEM255A,5517
NDUFA1,5518
AMELX,5519
DMAC2L,5520
BMP4,5521
PTGER2,5522
FAM193A,5523
GRK4,5524
SOX9,5525
TEKT3,5526
MYH2,5527
HS3ST3B1,5528
SLC25A35,5529
MRPS7,5530
GGA3,5531
ARMC7,5532
NUP85,5533
SLC25A19,5534
MIF4GD,5535
NT5C,5536
MSTO1,5537
TTF1,5538
GTF3C4,5539
DDX31,5540
BARHL1,5541
PPP1R12C,5542
MBOAT7,5543
SRMS,5544
OPRL1,5545
SLC2A4RG,5546
NPBWR2,5547
FNDC11,5548
BHLHE23,5549
PPDPF,5550
IL1B,5551
PLGLB2,5552
IL37,5553
CHCHD5,5554
PAX8,5555
INSIG2,5556
POLR1B,5557
CCDC93,5558
PSD4,5559
SLC25A23,5560
PSPN,5561
GTF2F1,5562
ALKBH7,5563
CLPP,5564
TNFSF9,5565
GRIA3,5566
THOC2,5567
MED1,5568
RPL23,5569
ATG4C,5570
CD70,5571
C3,5572
SH2D3A,5573
TRIP10,5574
GPR108,5575
TNFSF14,5576
FOSB,5577
OPA3,5578
SNRPD2,5579
RTN2,5580
EML2,5581
VASP,5582
SYMPK,5583
GPCPD1,5584
SDCBP2,5585
PANK2,5586
TGM3,5587
GNRH2,5588
DEFB126,5589
FOXA2,5590
CD93,5591
GZF1,5592
PAX1,5593
NAPB,5594
NKX2-4,5595
CENPB,5596
PSMF1,5597
NKX2-2,5598
DTD1,5599
CSTL1,5600
RBCK1,5601
TMX4,5602
CST11,5603
STK35,5604
SNRPB,5605
NRSN2,5606
AP5S1,5607
RRBP1,5608
BMP2,5609
ZNF133,5610
FLRT3,5611
OVOL2,5612
PCSK2,5613
GFRA4,5614
MKKS,5615
BFSP1,5616
DSTN,5617
LAMP5,5618
SNRPB2,5619
MGME1,5620
LRRN4,5621
TBC1D20,5622
ITPA,5623
TCF15,5624
OTOR,5625
MCM8,5626
TMEM74B,5627
FAM110A,5628
SIRPD,5629
MRPS26,5630
S1PR4,5631
NCLN,5632
CITED1,5633
HNRNPR,5634
ZNF436,5635
MAX,5636
ARMCX5,5637
GDF5,5638
MMP24,5639
NECAB3,5640
ID1,5641
RALY,5642
DYNLRB1,5643
C20orf173,5644
EIF2S2,5645
ERGIC3,5646
ROMO1,5647
FAM83C,5648
BPIFB1,5649
CEP250,5650
PLAGL2,5651
MMP24OS,5652
GRPR,5653
KDM5C,5654
AMOT,5655
TMEM115,5656
PSMB2,5657
AGO3,5658
UROD,5659
ST3GAL3,5660
TMEM53,5661
HECTD3,5662
KLC1,5663
XRCC3,5664
TUBGCP3,5665
MCF2L,5666
F10,5667
PCID2,5668
PROZ,5669
SLURP1,5670
LRFN3,5671
IGFLR1,5672
CAPNS1,5673
PDCD2L,5674
GPR42,5675
RBM42,5676
KIRREL2,5677
UBA2,5678
FFAR2,5679
HCST,5680
FFAR1,5681
COX6B1,5682
KRT36,5683
THRA,5684
CCR7,5685
NR1D1,5686
FRMD8,5687
PRDX5,5688
BCL2L12,5689
IRF3,5690
PRMT1,5691
RRAS,5692
PRRG2,5693
SCAF1,5694
PRR12,5695
TSKS,5696
FLRT1,5697
ASL,5698
SBDS,5699
CSN1S1,5700
STATH,5701
STAT5A,5702
WNK4,5703
BECN1,5704
PRKCG,5705
TRAP1,5706
GLIS2,5707
NSRP1,5708
DNAJC8,5709
AHDC1,5710
IFI6,5711
DACH2,5712
ZNF384,5713
EMG1,5714
SSX1,5715
UXT,5716
CFP,5717
ELK1,5718
TIMM17B,5719
PCNX4,5720
ATG14,5721
KTN1,5722
SIX1,5723
RHOJ,5724
DLGAP5,5725
L3HYPDH,5726
HSPA2,5727
ZBTB1,5728
TRMT5,5729
SGPP1,5730
PLEKHG3,5731
PZP,5732
PRDM7,5733
RHOT1,5734
EVI2A,5735
OMG,5736
DYNC2I1,5737
AIF1L,5738
FAM78A,5739
NUP214,5740
CTAG2,5741
AVPR2,5742
SLC10A3,5743
MAP2K2,5744
HNRNPH2,5745
ARMCX1,5746
TMEM35A,5747
NXF5,5748
TIMM8A,5749
ZC4H2,5750
CANX,5751
INTS11,5752
RGS13,5753
IPPK,5754
ZNF484,5755
OMD,5756
FGD3,5757
HIVEP3,5758
PPCS,5759
EDN2,5760
BCL11B,5761
COX7C,5762
TRAF2,5763
ABHD8,5764
MASP1,5765
ATP13A4,5766
PLAAT1,5767
HELB,5768
RAP1B,5769
IL22,5770
TSPAN8,5771
BEST3,5772
RAB3IP,5773
PTPRB,5774
DYRK2,5775
YEATS4,5776
TAS2R3,5777
TAS2R4,5778
TAS2R5,5779
CRYGN,5780
LRRC61,5781
TRPV5,5782
IDUA,5783
FGFRL1,5784
TMEM175,5785
AUNIP,5786
PIN1,5787
FBXL12,5788
EMC1,5789
PLA2G5,5790
UBR4,5791
HP1BP3,5792
ADGRE2,5793
SIN3B,5794
SLC35E1,5795
EPS15L1,5796
KLF2,5797
OR7C1,5798
F2RL3,5799
UQCR11,5800
GFER,5801
SYNGR3,5802
PKMYT1,5803
WFIKKN1,5804
WDR24,5805
FBXL16,5806
CHTF18,5807
GNG13,5808
MACF1,5809
SMARCA4,5810
KDM4B,5811
TICAM1,5812
METTL25,5813
IL17B,5814
EMC6,5815
METTL16,5816
TUBA4A,5817
VIL1,5818
AAMP,5819
PNKD,5820
TNFRSF19,5821
RNF6,5822
ECHS1,5823
ZNF835,5824
AKAP9,5825
GNG11,5826
SEM1,5827
GNGT1,5828
HIP1,5829
PTPN12,5830
POR,5831
FGL2,5832
STYXL1,5833
STEAP4,5834
GNAI1,5835
PEX1,5836
MTERF1,5837
SGCE,5838
RBM48,5839
CASD1,5840
ZNF780B,5841
LRFN1,5842
ZFP36,5843
SRD5A3,5844
SPINK2,5845
RASL11B,5846
PAICS,5847
KDR,5848
PPAT,5849
TUBGCP6,5850
ADM2,5851
DGCR6L,5852
DGCR8,5853
ASPHD2,5854
VPREB3,5855
SDF2L1,5856
GAL3ST1,5857
YWHAH,5858
RFPL1,5859
RFPL2,5860
GNAZ,5861
MGAT3,5862
ADORA2A,5863
ATF4,5864
A4GALT,5865
RFPL3,5866
CDC42EP1,5867
APOL3,5868
MCHR1,5869
TPST2,5870
BAIAP2L2,5871
MPST,5872
GALR3,5873
TST,5874
APOL5,5875
IGLL1,5876
APOL2,5877
RAC2,5878
LIF,5879
C22orf23,5880
APOBEC3A,5881
APOBEC3F,5882
RIBC2,5883
KRT17,5884
EMC4,5885
RNF112,5886
SPECC1,5887
CPA4,5888
DOCK4,5889
POT1,5890
ATP6V1F,5891
LSM8,5892
CDHR3,5893
PRKRIP1,5894
VGF,5895
PODXL,5896
FOXP2,5897
STRIP2,5898
IFT22,5899
MKLN1,5900
DNAJB9,5901
FLNC,5902
LRRC4,5903
CALU,5904
CCDC136,5905
SMO,5906
IRF5,5907
LRRC17,5908
KLHDC10,5909
NDUFA5,5910
FEZF1,5911
OPN1SW,5912
MRPS12,5913
MYO1B,5914
HOXD1,5915
HOXD3,5916
MTX2,5917
PDE11A,5918
CHN1,5919
GAD1,5920
OSGEPL1,5921
ORMDL1,5922
HAT1,5923
HOXD9,5924
HOXD10,5925
HOXD11,5926
HOXD13,5927
HERC2,5928
SNRPN,5929
PSMG2,5930
TWSG1,5931
ARHGAP22,5932
WDFY4,5933
EIF2AK4,5934
MYO5C,5935
CGNL1,5936
