Gene,GeneID
CATIP,9957
CNOT11,9958
KCNB1,9959
TSPAN33,9960
NRG2,9961
AHCYL2,9962
B4GALT5,9963
CD1D,9964
CD1A,9965
SPATA2,9966
CD1C,9967
CD1B,9968
DNAH3,9969
CD1E,9970
HMHB1,9971
CPA2,9972
NCF1,9973
CPA5,9974
TSR2,9975
PPP1R9A,9976
ZC3H18,9977
ZFAND2B,9978
POM121L2,9979
GDPD5,9980
DYNC1I1,9981
PFKFB1,9982
ALAS2,9983
TMED4,9984
PPP1R15B,9985
COPG2,9986
EMSY,9987
PAGE5,9988
GPAT4,9989
PKD1L1,9990
ZSCAN12,9991
TAGLN2,9992
ELK4,9993
SLAMF8,9994
SLC45A3,9995
DUSP23,9996
RNF166,9997
NBL1,9998
HTR6,9999
ITLN2,10000
F11R,10001
USF1,10002
PLA2G2F,10003
SPATA2L,10004
NIT1,10005
DEDD,10006
ZNF276,10007
NPM2,10008
EDA,10009
FGF17,10010
VWA5B1,10011
CDA,10012
PINK1,10013
B4GALT3,10014
DMTN,10015
ADAMTS4,10016
FHIP2B,10017
NDUFS2,10018
SLC5A11,10019
FCER1G,10020
APOA2,10021
TOMM40L,10022
MPZ,10023
WFDC8,10024
CCAR2,10025
WNT9B,10026
CACHD1,10027
CDC42SE2,10028
RAPGEF6,10029
EPB41,10030
MIS18A,10031
ALG8,10032
FBXW5,10033
CFAP298,10034
SYNJ1,10035
PAXBP1,10036
IFNAR2,10037
MRPL10,10038
IFNGR2,10039
GART,10040
SON,10041
DONSON,10042
SV2A,10043
LAD1,10044
STC1,10045
TNNI1,10046
CSRP1,10047
PRAC1,10048
HOXB13,10049
C1QC,10050
KCNE2,10051
ATP5MC1,10052
RCAN1,10053
UBE2Z,10054
CIART,10055
SNF8,10056
CLIC6,10057
CCDC24,10058
RUNX1,10059
IGF2BP1,10060
GIP,10061
CBR1,10062
CBR3,10063
GJD2,10064
ACTC1,10065
MORC3,10066
CHAF1B,10067
CLDN14,10068
SIM2,10069
HLCS,10070
GOLGA6A,10071
SCUBE1,10072
ARHGAP27,10073
ADPGK,10074
PTMS,10075
PLA2G4D,10076
PADI4,10077
ADIPOR1,10078
CYB5R1,10079
PSMD4,10080
ATP13A2,10081
M1AP,10082
PSMB4,10083
IRX6,10084
BTG2,10085
CES5A,10086
HK2,10087
C1R,10088
CELF3,10089
ALDH4A1,10090
STARD9,10091
THEM4,10092
TCHH,10093
LCE2B,10094
UBR1,10095
AMFR,10096
MED8,10097
TGM7,10098
RGL4,10099
SPRR2G,10100
PGLYRP3,10101
ISL2,10102
RSPRY1,10103
CCDC17,10104
GPBP1L1,10105
NAE1,10106
TMEM69,10107
ADGRG5,10108
DRC7,10109
ACE,10110
SPMIP8,10111
UROC1,10112
EFCAB14,10113
SPON2,10114
CHCHD6,10115
CTBP1,10116
LRRC36,10117
TPPP3,10118
ZDHHC1,10119
ATP6V0D1,10120
AGRP,10121
ZFYVE28,10122
CARMIL2,10123
C16orf86,10124
PIP,10125
FAM131B,10126
RGS12,10127
PSKH1,10128
ZYX,10129
ABR,10130
LYPD5,10131
CCDC117,10132
ZNF230,10133
CCDC107,10134
ZNF222,10135
NPR2,10136
ZNF221,10137
ZNF233,10138
ZNF235,10139
GNE,10140
TNFRSF13C,10141
OR3A3,10142
ARHGAP35,10143
PTGIR,10144
CALM3,10145
DFFA,10146
CCDC28B,10147
IQCC,10148
TMEM234,10149
BSDC1,10150
ZBTB8A,10151
ATAD3B,10152
SSU72,10153
UBE2J2,10154
ZNF362,10155
FNDC5,10156
CPAMD8,10157
NR2F6,10158
ANKLE1,10159
MIX23,10160
VMA21,10161
KALRN,10162
CILP2,10163
ABCG1,10164
TFF3,10165
TFF2,10166
TFF1,10167
TMPRSS3,10168
UBASH3A,10169
RSPH1,10170
SLC37A1,10171
PDE9A,10172
WDR4,10173
NDUFV3,10174
PKNOX1,10175
CBS,10176
U2AF1,10177
CRYAA,10178
HSF2BP,10179
RRP1B,10180
PDXK,10181
G6PD,10182
CSTB,10183
RRP1,10184
AGPAT3,10185
TRAPPC10,10186
GAB3,10187
GATD3,10188
ICOSLG,10189
AIRE,10190
CFAP410,10191
ZNF66,10192
LRRC3,10193
ITGB2,10194
SLX9,10195
RALGDS,10196
FTCD,10197
SPATC1L,10198
LSS,10199
VAV2,10200
MCM3AP,10201
C21orf58,10202
PCNT,10203
DIP2A,10204
S100B,10205
PRMT2,10206
CLDND2,10207
ZNF208,10208
ADAMTS13,10209
CACFD1,10210
SLC2A6,10211
ZNF761,10212
PIERCE1,10213
LCN1,10214
ZNF714,10215
GPSM1,10216
C19orf47,10217
HIPK4,10218
CFAP157,10219
TOR2A,10220
ST6GALNAC6,10221
SHKBP1,10222
RDH13,10223
ZER1,10224
ZDHHC12,10225
PKN3,10226
SPTBN4,10227
BRSK1,10228
COX6B2,10229
TMEM190,10230
NLRP4,10231
PLPP7,10232
TAOK1,10233
MED27,10234
DEDD2,10235
SIK3,10236
MPZL3,10237
JAML,10238
NEK8,10239
TLCD1,10240
PCSK7,10241
SAFB,10242
CD3G,10243
S100A1,10244
CHTOP,10245
CXCR5,10246
ZBTB7B,10247
FLAD1,10248
SHC1,10249
VPS11,10250
NLRX1,10251
ADAR,10252
IL6R,10253
UBE2Q1,10254
CHRNB2,10255
CRTC2,10256
ANO10,10257
FDPS,10258
RUSC1,10259
ENTREP3,10260
PAQR6,10261
PMF1,10262
SLC25A44,10263
LMNA,10264
CCR5,10265
NBEAL2,10266
CCDC12,10267
PTH1R,10268
UBQLN4,10269
MYL3,10270
PPP1R35,10271
GPATCH4,10272
LRRC71,10273
FCRL3,10274
AZGP1,10275
FGFR4,10276
CYP3A4,10277
CYP3A7,10278
NACC1,10279
CYP11B1,10280
HK3,10281
LY6K,10282
IER2,10283
ZNF394,10284
CPSF4,10285
LY6E,10286
VPS28,10287
TONSL,10288
PTGER1,10289
PWWP3A,10290
RECQL4,10291
LRRC14,10292
ZNF333,10293
COL26A1,10294
PPP1R16A,10295
FOXH1,10296
ORAI2,10297
ALKBH4,10298
SH2B2,10299
MRNIP,10300
SQSTM1,10301
MGAT4B,10302
RPL8,10303
MAML1,10304
PGLYRP2,10305
LRWD1,10306
FBXL13,10307
NAPEPLD,10308
SCGB3A1,10309
PSMC2,10310
CELF5,10311
MFSD12,10312
YDJC,10313
CCDC116,10314
DVL3,10315
AP2M1,10316
ABCF3,10317
PCYT1A,10318
FBXO27,10319
DMKN,10320
U2AF1L4,10321
BDH1,10322
NPHS1,10323
THAP8,10324
COX7A1,10325
ZNF382,10326
LRRC56,10327
PLXDC1,10328
PGAP3,10329
IKZF3,10330
GRIN2C,10331
FDXR,10332
SAP30BP,10333
ACOX1,10334
PRPSAP1,10335
CYGB,10336
SRSF2,10337
ZNF577,10338
TMEM143,10339
KLHL10,10340
KASH5,10341
HCRT,10342
ALDH16A1,10343
ITGA5,10344
SIGLEC11,10345
ZNF385A,10346
SIGLEC16,10347
MPP3,10348
CD300LG,10349
IZUMO2,10350
NAGS,10351
LSM12,10352
ASB16,10353
EMC10,10354
JOSD2,10355
SHANK1,10356
FAM171A2,10357
DBF4B,10358
PLCD3,10359
FMNL3,10360
AQP5,10361
RACGAP1,10362
LARP4,10363
TAMALIN,10364
RAVER1,10365
KRT84,10366
KRT82,10367
SYCE2,10368
SPC24,10369
IP6K3,10370
LEMD2,10371
ALOX15,10372
TREML1,10373
ZNF653,10374
MED11,10375
CXCL16,10376
SCIMP,10377
BCL6B,10378
ASGR2,10379
TNFSF13,10380
SENP3,10381
FGF11,10382
EIF4A1,10383
RPL26,10384
CCDC42,10385
POLR3K,10386
SNRNP25,10387
PRR35,10388
WDR90,10389
JMJD8,10390
CCDC78,10391
SSTR5,10392
SPSB3,10393
MEIOB,10394
HS3ST6,10395
TEDC2,10396
CCNF,10397
TBC1D24,10398
AMDHD2,10399
NTN3,10400
BICDL2,10401
PAQR4,10402
FLYWCH2,10403
ZG16B,10404
ZNF75A,10405
ADCY9,10406
SHANK2,10407
CLPB,10408
NEU3,10409
CYB561A3,10410
SAXO4,10411
ASRGL1,10412
GNG3,10413
UBXN1,10414
LBHD1,10415
TTC9C,10416
TAF6L,10417
NXF1,10418
STX5,10419
SLC25A45,10420
RPL29,10421
ITIH3,10422
SYVN1,10423
ZFPL1,10424
RPS6KA4,10425
LRP5,10426
TPCN2,10427
FGF19,10428
CYP4A22,10429
PDZK1IP1,10430
TAL1,10431
CMPK1,10432
BEND5,10433
ELAVL4,10434
COA7,10435
ZYG11B,10436
SLC1A7,10437
CZIB,10438
MAGOH,10439
ACOT11,10440
FAM151A,10441
PARS2,10442
CIMAP2,10443
BSND,10444
USP24,10445
PLPP3,10446
NOL9,10447
PRKAA2,10448
KLHL21,10449
ZSWIM5,10450
GMEB1,10451
SLC45A1,10452
SELENON,10453
AK4,10454
JAK1,10455
RAVER2,10456
CTRC,10457
LZIC,10458
RBP7,10459
KNCN,10460
FBLIM1,10461
TMEM82,10462
SLC25A34,10463
AKR7A3,10464
DRAXIN,10465
PDPN,10466
LRRC38,10467
DHRS3,10468
MATN1,10469
LAPTM5,10470
SDC3,10471
PEF1,10472
SYNC,10473
RBBP4,10474
NHSL3,10475
TSSK3,10476
TMCO4,10477
UBXN10,10478
CAMK2N1,10479
ALPL,10480
WNT4,10481
TTLL10,10482
SCNN1D,10483
MXRA8,10484
FAAP20,10485
MEGF6,10486
CCDC27,10487
IL23R,10488
DIRAS3,10489
C1orf87,10490
NFIA,10491
OMA1,10492
MYSM1,10493
TM2D1,10494
USP1,10495
FUBP1,10496
NEXN,10497
DNAJB4,10498
ADGRL4,10499
LRRIQ3,10500
LRRC53,10501
TYW3,10502
LHX8,10503
SNX7,10504
B3GALT2,10505
NTNG1,10506
EEIG2,10507
HENMT1,10508
AKNAD1,10509
C1orf52,10510
DNAI3,10511
GBP2,10512
ATXN7L2,10513
GBP4,10514
ZNF326,10515
HFM1,10516
BRINP3,10517
GFI1,10518
KCNT2,10519
AGL,10520
VCAM1,10521
EXTL2,10522
SLC30A7,10523
ZNF281,10524
ARPC5,10525
CADM3,10526
NLRP3,10527
ZNF496,10528
TRIM58,10529
SLAMF9,10530
KCNJ9,10531
IGSF8,10532
DDR2,10533
PEA15,10534
PEX19,10535
NCSTN,10536
VANGL2,10537
SLAMF6,10538
OLFML2B,10539
FCRLB,10540
FCGR3B,10541
SLC9C2,10542
KLHDC9,10543
C1orf74,10544
LMX1A,10545
LRRC52,10546
FLVCR1,10547
GARIN4,10548
ATF3,10549
RBM15,10550
DENND2D,10551
AXDND1,10552
TDRD5,10553
IER5,10554
SNED1,10555
BPNT1,10556
SPATA17,10557
C1orf115,10558
BROX,10559
NBPF20,10560
ACP6,10561
WDR64,10562
KIF26B,10563
TFB2M,10564
CNST,10565
PPP1R21,10566
KLHDC8A,10567
PM20D1,10568
PKDCC,10569
OXER1,10570
HAAO,10571
B3GALNT2,10572
MAPKAPK2,10573
IL20,10574
IL24,10575
FCMR,10576
PIGR,10577
FCAMR,10578
CAPN2,10579
MRPL55,10580
WDR26,10581
REL,10582
PUS10,10583
PEX13,10584
SANBR,10585
TRIM17,10586
RFTN2,10587
DISC1,10588
CAPN13,10589
LRRTM1,10590
MEMO1,10591
DPY30,10592
TYW5,10593
MAIP1,10594
KCNF1,10595
SLC66A3,10596
ARL5A,10597
LRATD1,10598
KCNJ3,10599
NEUROD1,10600
CLHC1,10601
FRZB,10602
DUSP19,10603
CFAP36,10604
NUP35,10605
CCDC138,10606
ZSWIM2,10607
FBXO41,10608
ACTG2,10609
WDCP,10610
SMC6,10611
VSNL1,10612
CCDC74A,10613
H3-3A,10614
COQ8A,10615
SLC16A14,10616
TEKT4,10617
EN1,10618
SGCB,10619
SPATA18,10620
NOSTRIN,10621
CFAP221,10622
SGPP2,10623
INHBB,10624
XIRP2,10625
BBS5,10626
SMARCAD1,10627
HPGDS,10628
PDLIM5,10629
STPG2,10630
NEURL3,10631
RPRD2,10632
ANKRD23,10633
CTSS,10634
MSX1,10635
PACRGL,10636
BNIPL,10637
C1QTNF7,10638
TNFAIP8L2,10639
LYSMD1,10640
SCNM1,10641
TMOD4,10642
VPS72,10643
ERCC3,10644
RNF149,10645
IWS1,10646
BOLA3,10647
CDC42EP3,10648
S100A11,10649
LCE3D,10650
IVL,10651
SPRR3,10652
DHX57,10653
SPRR2D,10654
BMP10,10655
PGLYRP4,10656
ARHGAP25,10657
S100A9,10658
S100A12,10659
TGFA,10660
TDRD10,10661
CCNYL1,10662
FZD5,10663
CRYGC,10664
DCAF16,10665
CFAP141,10666
NPPC,10667
GNPDA2,10668
ALPP,10669
GABRG1,10670
ALPG,10671
GABRB1,10672
PAQR3,10673
NIPAL1,10674
ALPI,10675
ANTXR2,10676
HELQ,10677
MRPS18C,10678
CGGBP1,10679
ABRAXAS1,10680
GPR155,10681
DAPL1,10682
PMVK,10683
PBXIP1,10684
CLDN1,10685
PYGO2,10686
HIPK1,10687
LENEP,10688
DCST2,10689
DCST1,10690
COL6A3,10691
INAVA,10692
YY1AP1,10693
KBTBD8,10694
TAFA4,10695
EOGT,10696
LMOD3,10697
NAXE,10698
POGLUT1,10699
SLC22A15,10700
CCKAR,10701
IGFN1,10702
ATP1A1,10703
SLC15A2,10704
EIF4E3,10705
PROK2,10706
TEX55,10707
LRRC58,10708
FSTL1,10709
LMOD1,10710
ELF3,10711
PDCL2,10712
TMEM183A,10713
TMEM169,10714
IGFBP7,10715
TRIM46,10716
KRTCAP2,10717
CXCR1,10718
ARPC2,10719
TSACC,10720
CCT3,10721
TMEM79,10722
SSR2,10723
RNF25,10724
STK36,10725
ADORA1,10726
NEK10,10727
CCDC141,10728
FEV,10729
CRYBA2,10730
IHH,10731
CIP2A,10732
EOMES,10733
CWC22,10734
AZI2,10735
TGFBR2,10736
RETNLB,10737
ANKZF1,10738
HDAC11,10739
FCRL4,10740
TRAT1,10741
FBLN2,10742
GLB1L,10743
STT3B,10744
CHCHD4,10745
DPPA2,10746
NFASC,10747
FCRL1,10748
SGO2,10749
SERPINI1,10750
CLASP2,10751
SUCLG1,10752
NUAK2,10753
SPTA1,10754
PRKCI,10755
MNDA,10756
PYHIN1,10757
IFI16,10758
AIM2,10759
EFHB,10760
EIF5A2,10761
SLC2A2,10762
RPL22L1,10763
FABP1,10764
PPM1L,10765
ICA1L,10766
CTLA4,10767
ICOS,10768
RYBP,10769
PPP4R2,10770
CD200R1,10771
GTPBP8,10772
RMP64,10773
SPICE1,10774
CCDC191,10775
CADPS,10776
NKX6-1,10777
CDS1,10778
WDFY3,10779
COX18,10780
PTPN13,10781
SYNPR,10782
ALB,10783
C3orf49,10784
C4orf36,10785
THOC7,10786
ATXN7,10787
PSMD6,10788
PRICKLE2,10789
ADAMTS9,10790
PPM1K,10791
ERICH6,10792
CLRN1,10793
GMPS,10794
TIPARP,10795
CCNL1,10796
PTX3,10797
HESX1,10798
DCLK3,10799
SLMAP,10800
RPL9,10801
SMIM14,10802
RPP14,10803
ABHD6,10804
DNASE1L3,10805
CFAP20DC,10806
RBM47,10807
APBB2,10808
IL17RE,10809
IL17RC,10810
CRELD1,10811
PRRT3,10812
FANCD2OS,10813
PCOLCE2,10814
U2SURP,10815
MTMR14,10816
TTC14,10817
CXCL3,10818
CXCL5,10819
PPBP,10820
PF4,10821
MTHFD2L,10822
CXCL1,10823
RCHY1,10824
PLSCR2,10825
CCDC158,10826
CPA3,10827
GYG1,10828
HPS3,10829
TM4SF18,10830
TOPBP1,10831
RYK,10832
SNRK,10833
TCF23,10834
DNAJC5G,10835
UCN,10836
ZNF513,10837
SLC4A1AP,10838
PLB1,10839
SPDYA,10840
KIAA1143,10841
KIF15,10842
TGM4,10843
WDR43,10844
ZDHHC3,10845
CDCP1,10846
CLEC3B,10847
SLC6A20,10848
LZTFL1,10849
FYCO1,10850
CCR1,10851
RTP3,10852
LRRC2,10853
ELP6,10854
FBXO40,10855
DTX3L,10856
ZNF148,10857
NMNAT3,10858
SMIM12,10859
ZMYM6,10860
TPRA1,10861
YEATS2,10862
GRIK3,10863
ZC3H12A,10864
MEAF6,10865
SNIP1,10866
DNALI1,10867
POLR2H,10868
KLF15,10869
CFAP100,10870
CAMK2N2,10871
LIPH,10872
TMEM41A,10873
RPN1,10874
SENP2,10875
HEYL,10876
IFT122,10877
RHO,10878
RFC4,10879
RPL39L,10880
BAP1,10881
TKT,10882
PRKCD,10883
RFT1,10884
SFMBT1,10885
GNL3,10886
PBRM1,10887
UVSSA,10888
TASOR,10889
ARHGEF3,10890
SLBP,10891
LRPAP1,10892
ZDHHC19,10893
SLC51A,10894
UBXN7,10895
RNF168,10896
PIGX,10897
MELTF,10898
OTOP1,10899
S100P,10900
ABLIM2,10901
EXO5,10902
CLDN19,10903
C1orf50,10904
ERMAP,10905
ZNF691,10906
AIMP1,10907
SGMS2,10908
METAP1,10909
DNAJB14,10910
H2AZ1,10911
EMCN,10912
SLC9B1,10913
SLC9B2,10914
BDH2,10915
PGRMC2,10916
CDC25A,10917
CAMP,10918
ZNF589,10919
FBXW12,10920
PLXNB1,10921
CCDC51,10922
ATRIP,10923
SHISA5,10924
SPRY1,10925
BSN,10926
APEH,10927
INTU,10928
RNF123,10929
HSPA4L,10930
MFSD8,10931
ABHD18,10932
CAMKV,10933
MON1A,10934
MST1R,10935
RAD54L2,10936
TEX264,10937
GRM2,10938
DUSP7,10939
POC1A,10940
PPM1M,10941
ETNPPL,10942
WDR82,10943
PITX2,10944
ARLN,10945
PRSS12,10946
NDST3,10947
HMGB2,10948
SAP30,10949
SCRG1,10950
HAND2,10951
MAD2L1,10952
ANXA5,10953
SMIM43,10954
ADAD1,10955
MAP9,10956
GUCY1A1,10957
FBXO8,10958
CEP44,10959
HPGD,10960
ASB5,10961
SPMIP2,10962
TMEM144,10963
GASK1B,10964
NPY1R,10965
NPY5R,10966
NAA15,10967
IL15,10968
FHIP1A,10969
ARFIP1,10970
ICE1,10971
HHIP,10972
ANAPC10,10973
ABCE1,10974
OTUD4,10975
LSM6,10976
TMEM184C,10977
PRMT9,10978
ITGA2,10979
MOCS2,10980
SLC45A2,10981
EDIL3,10982
TMEM161B,10983
ELOVL7,10984
NDUFAF2,10985
ZNF474,10986
LMBRD2,10987
RANBP3L,10988
NIPBL,10989
RNF180,10990
ADGRV1,10991
SLC25A46,10992
STARD4,10993
PGGT1B,10994
F2RL2,10995
CCDC112,10996
ANKRD33B,10997
CMBL,10998
C5orf63,10999
PRRC1,11000
F2RL1,11001
AGGF1,11002
WDR41,11003
PRDM9,11004
NDUFS4,11005
SPINK1,11006
HTR4,11007
ESM1,11008
GRPEL2,11009
CDC20B,11010
ARSK,11011
RHOBTB3,11012
GPX8,11013
TIGD6,11014
SPZ1,11015
SERINC5,11016
ENPP6,11017
CAGE1,11018
CASP3,11019
PRIMPOL,11020
ERAP1,11021
ERAP2,11022
CMYA5,11023
EGFLAM,11024
CFAP97,11025
RICTOR,11026
TENT2,11027
EBF1,11028
ANKRA2,11029
UBLCP1,11030
FAM170A,11031
UTP15,11032
TLR3,11033
KLKB1,11034
NSA2,11035
GFM2,11036
TERT,11037
SLC6A18,11038
CCDC127,11039
FOXQ1,11040
ACSL6,11041
IL3,11042
CSF2,11043
SEPTIN8,11044
SHROOM1,11045
GDF9,11046
UQCRQ,11047
LEAP2,11048
GJB7,11049
SLC35A1,11050
GRIK2,11051
CGAS,11052
FABP7,11053
TLX3,11054
TXLNB,11055
CITED2,11056
CALHM4,11057
TBXT,11058
CREBRF,11059
DCBLD1,11060
SFXN1,11061
SAMD3,11062
TMEM200A,11063
IL22RA2,11064
DACT2,11065
PDSS2,11066
STXBP5,11067
IL31RA,11068
ANKRD55,11069
RAET1E,11070
PI16,11071
TBX20,11072
DAGLB,11073
MATCAP2,11074
STK17A,11075
TRA2A,11076
GALNT10,11077
SAP30L,11078
RPS14,11079
HCN1,11080
MYOZ3,11081
COG5,11082
SAMTOR,11083
GPR85,11084
SLU7,11085
RP9,11086
PTTG1,11087
CAMLG,11088
BMPER,11089
RELL2,11090
KCNK5,11091
KIF6,11092
ZNF12,11093
SLC29A4,11094
STEAP1,11095
CDCA7L,11096
SP8,11097
MIOS,11098
ELAPOR2,11099
USP49,11100
SYTL3,11101
IQUB,11102
HEY1,11103
ZNF704,11104
FABP5,11105
SHH,11106
TAGAP,11107
COL1A2,11108
FNDC1,11109
CHMP4C,11110
SLC13A4,11111
PGAM2,11112
BRI3,11113
LMTK2,11114
SLC35G3,11115
CTSB,11116
SOX17,11117
DLC1,11118
ADCY1,11119
C8orf48,11120
SUN3,11121
C7orf57,11122
HNF4G,11123
PEX2,11124
RAD21,11125
SLC30A8,11126
MED30,11127
TNFRSF11B,11128
SBSPON,11129
PHKG1,11130
EN2,11131
KCNV1,11132
CSMD3,11133
SPIDR,11134
ORC5,11135
DEFA5,11136
DNAAF5,11137
DEFA4,11138
DEFA6,11139
OSGIN2,11140
DEFB1,11141
SUN1,11142
OXR1,11143
TMEM74,11144
GPR146,11145
GPER1,11146
UNCX,11147
TMEM184A,11148
NOS3,11149
MICALL2,11150
CA3,11151
INTS1,11152
CDK5,11153
SLC4A2,11154
FASTK,11155
TMUB1,11156
FMC1,11157
GBX1,11158
PHAX,11159
ALDH7A1,11160
FOXK1,11161
COX6C,11162
OSR2,11163
YWHAZ,11164
BAALC,11165
FZD6,11166
CTHRC1,11167
SLC25A32,11168
DCAF13,11169
DCSTAMP,11170
TP53INP1,11171
INTS8,11172
VIRMA,11173
FREM1,11174
GEM,11175
PDP1,11176
TMEM67,11177
WASHC5,11178
RPP25L,11179
FAM219A,11180
SPMIP6,11181
SNAPC3,11182
MYORG,11183
NUDT2,11184
TMEM65,11185
PSIP1,11186
CCDC171,11187
UBAP1,11188
DIRAS2,11189
SYK,11190
NIPSNAP3B,11191
ABCA1,11192
NFIL3,11193
LETM2,11194
METTL2B,11195
PRKACG,11196
FXN,11197
ZMAT4,11198
NKX6-3,11199
TMEM71,11200
MAMDC2,11201
PRSS37,11202
CPA6,11203
C8orf34,11204
TMC1,11205
ALDH1A1,11206
KDM1B,11207
HGSNAT,11208
RASEF,11209
GKAP1,11210
KIF27,11211
QNG1,11212
HNRNPK,11213
SSMEM1,11214
SVEP1,11215
TRPV6,11216
LLCFC1,11217
ANKS6,11218
FBP1,11219
PGAP4,11220
ZHX1,11221
CFAP47,11222
CYBB,11223
DYNLT3,11224
METTL27,11225
MID1IP1,11226
SHOC1,11227
CXorf58,11228
KIAA1958,11229
PTCHD1,11230
RNF183,11231
ASB11,11232
PCDH19,11233
PIGA,11234
VEGFD,11235
OR1Q1,11236
OR1K1,11237
STRBP,11238
CLDN3,11239
GAPVD1,11240
CARD19,11241
WNK2,11242
ATP7A,11243
ZNF367,11244
NLGN4Y,11245
HDX,11246
NDUFB6,11247
AQP7,11248
NOL6,11249
AQP3,11250
TRMT10B,11251
VCP,11252
PIGO,11253
STOML2,11254
BRWD3,11255
SLITRK5,11256
MELK,11257
ARMC3,11258
OTUD1,11259
ARHGAP12,11260
FAT3,11261
DEUP1,11262
HECTD2,11263
SLC7A3,11264
FBXO33,11265
INTS6L,11266
GPR101,11267
CLDN2,11268
LRFN5,11269
LRRC18,11270
SPTSSA,11271
WRN,11272
MARCHF8,11273
TSHR,11274
CFL2,11275
SUGT1,11276
GTF2A1,11277
ZCCHC24,11278
PGM2L1,11279
PHYHIPL,11280
SLC16A9,11281
FOLR2,11282
INPPL1,11283
PHOX2A,11284
MBL2,11285
GJB2,11286
CRYL1,11287
REEP3,11288
HEPACAM,11289
SKA3,11290
MICU2,11291
DDIAS,11292
PCF11,11293
PKNOX2,11294
RPL10L,11295
LRR1,11296
RPL36AL,11297
DNAAF2,11298
DEPP1,11299
MAGEC3,11300
ZNF22,11301
KLHDC2,11302
EML5,11303
NEMF,11304
RPUSD4,11305
ARF6,11306
TTC8,11307
TMEM63C,11308
NGB,11309
NOXRED1,11310
CDX2,11311
AMER2,11312
AKR1E2,11313
KBTBD6,11314
SSX5,11315
SSX3,11316
OTX2,11317
FAAH2,11318
DRGX,11319
NUDT5,11320
DACT1,11321
OXGR1,11322
UCMA,11323
BEND7,11324
ATP5F1C,11325
PRPF18,11326
TAF3,11327
VSTM4,11328
VDAC2,11329
SOHLH1,11330
COMTD1,11331
SLC18A2,11332
PDZD8,11333
ZNF503,11334
ABRAXAS2,11335
QSOX2,11336
FAM204A,11337
NSD1,11338
PRDX3,11339
ENOX2,11340
GHITM,11341
CLEC1B,11342
SNAPC4,11343
TMEM52B,11344
PMPCA,11345
ENTR1,11346
FRMD7,11347
AK8,11348
SPACA9,11349
TSC1,11350
GFI1B,11351
HPRT1,11352
BORCS5,11353
DIPK1B,11354
ZMYND19,11355
STOX1,11356
RET,11357
DDX21,11358
BMS1,11359
STK32C,11360
JCAD,11361
FUNDC2,11362
PIP4P1,11363
METTL17,11364
SLC39A2,11365
NDRG2,11366
RNASE7,11367
ARHGEF40,11368
NSMF,11369
ZNF219,11370
C12orf50,11371
CASP7,11372
PPP1R36,11373
BTNL9,11374
CCDC186,11375
VWA2,11376
METTL3,11377
SALL2,11378
PRAP1,11379
TRUB1,11380
ERICH6B,11381
CYP2C19,11382
ZFYVE1,11383
SPMIP5,11384
HSPA12A,11385
FRAT1,11386
UBTD1,11387
ANKRD2,11388
E2F7,11389
ARHGAP42,11390
ISCA2,11391
OTOGL,11392
LARGE2,11393
PACSIN3,11394
TTC7B,11395
SLC39A13,11396
PSMC3,11397
RAPSN,11398
AGBL2,11399
TC2N,11400
CPSF2,11401
SMCO2,11402
MOAP1,11403
IFI27L1,11404
IFI27,11405
SERPINA12,11406
CLMN,11407
PDZRN4,11408
SLC6A5,11409
CCDC38,11410
NELL1,11411
PTER,11412
C1QL3,11413
CACNB2,11414
HACD1,11415
ARL5B,11416
SMCO4,11417
CEP295,11418
KCNC2,11419
TAF1D,11420
ABTB2,11421
R3HCC1L,11422
AMOTL1,11423
HTRA1,11424
LIPC,11425
CEP57,11426
TCP11L2,11427
PASD1,11428
SPRED1,11429
TMCO5A,11430
GPR176,11431
JAM3,11432
CMTM5,11433
GLB1L3,11434
ADAMTS15,11435
SVOP,11436
SPATA19,11437
GPT2,11438
AMN,11439
RAB8B,11440
IKBIP,11441
RPUSD2,11442
HIF1AN,11443
NDUFB8,11444
ZFYVE19,11445
PPP1R14D,11446
SPINT1,11447
FBN1,11448
AVPR1A,11449
DEPDC4,11450
LRTM2,11451
OPN1MW2,11452
BRD7,11453
CKB,11454
TRMT61A,11455
BTRC,11456
POLL,11457
BAG5,11458
DPCD,11459
LARP6,11460
API5,11461
ASPG,11462
ZNF319,11463
HPS6,11464
SENP8,11465
NOLC1,11466
ALKBH3,11467
COPS2,11468
GABRB3,11469
SPIC,11470
TBATA,11471
SGPL1,11472
FRS2,11473
CCT2,11474
PCBD1,11475
ARIH1,11476
DNAAF8,11477
CLMP,11478
SCN3B,11479
COX11,11480
ZNF202,11481
FAM227B,11482
STXBP4,11483
CYYR1,11484
CUL5,11485
MYRFL,11486
WBP1L,11487
BORCS7,11488
C2,11489
PLEKHF1,11490
TMEM100,11491
ANAPC16,11492
SMPD1,11493
APBB1,11494
SYNPO2L,11495
NUDT13,11496
C11orf65,11497
TRIM44,11498
CCDC182,11499
ILK,11500
TAF10,11501
TPP1,11502
DCHS1,11503
NETO1,11504
MSS51,11505
CYB5A,11506
USP54,11507
RAG1,11508
POTED,11509
IFTAP,11510
WDR88,11511
OR10A5,11512
OR2D2,11513
ATP9B,11514
PPFIBP2,11515
MOGAT2,11516
CYB5R2,11517
SERPINB7,11518
GARRE1,11519
SERPINB8,11520
TUB,11521
RIC3,11522
LMO1,11523
IDH3A,11524
WDR72,11525
CRABP1,11526
