Feature
MUT_PTPRS (5802)
MUT_LONP1 (9361)
MUT_KHSRP (8570)
MUT_PNPLA6 (10908)
MUT_EVI5L (115704)
MUT_MAP2K7 (5609)
MUT_FBN3 (84467)
MUT_RAB3D (9545)
MUT_PODNL1 (79883)
MUT_KLF2 (10365)
MUT_EPS15L1 (58513)
MUT_ZNF430 (80264)
MUT_ZNF536 (9745)
MUT_KCTD15 (79047)
MUT_LSR (51599)
MUT_ZNF781 (Unknown)
MUT_LRFN1 (57622)
MUT_ZNF225 (7768)
MUT_CEACAM19 (56971)
MUT_CLASRP (11129)
MUT_FUZ (80199)
MUT_SIGLEC10 (89790)
MUT_ZNF813 (126017)
MUT_ZNF628 (89887)
MUT_NLRP9 (338321)
MUT_ZFP28 (140612)
MUT_ZNF773 (374928)
MUT_ZNF132 (7691)
MUT_TPO (7173)
MUT_FAM228B (375190)
MUT_PLB1 (151056)
MUT_ZFP36L2 (678)
MUT_NRXN1 (9378)
MUT_CFAP36 (112942)
MUT_EFEMP1 (2202)
MUT_VRK2 (7444)
MUT_PAPOLG (64895)
MUT_NAT8B (51471)
MUT_ANKRD36C (400986)
MUT_VWA3B (200403)
MUT_MYO7B (4648)
MUT_SMPD4 (55627)
MUT_LRP1B (53353)
MUT_KIF5C (3800)
MUT_NEB (4703)
MUT_ARL5A (26225)
MUT_LRP2 (4036)
MUT_TTN (7273)
MUT_ITGA4 (3676)
MUT_COL5A2 (1290)
MUT_ANKAR (150709)
MUT_CCDC150 (284992)
MUT_PGAP1 (80055)
MUT_HSPE1 (3336)
MUT_RAPH1 (65059)
MUT_COL4A4 (1286)
MUT_HTR2B (3357)
MUT_AGAP1 (116987)
MUT_GBX2 (2637)
MUT_BOK (666)
MUT_SOX12 (6666)
MUT_ESF1 (51575)
MUT_CST11 (140880)
MUT_DEFB124 (245937)
MUT_CBFA2T2 (9139)
MUT_NCOA6 (23054)
MUT_MYH7B (57644)
MUT_TLDC2 (140711)
MUT_EPPIN (57119)
MUT_SLC2A10 (81031)
MUT_TAF4 (6874)
MUT_OPRL1 (4987)
MUT_KRTAP13-4 (284827)
MUT_DONSON (29980)
MUT_SUMO3 (6612)
MUT_PRMT2 (3275)
MUT_IGKV1OR22-1 (3530)
MUT_BID (637)
MUT_ZNRF3 (84133)
MUT_C22orf31 (25770)
MUT_CASTOR1 (652968)
MUT_OSBP2 (23762)
MUT_FBXO7 (25793)
MUT_EP300 (2033)
MUT_TTLL1 (25809)
MUT_PARVB (29780)
MUT_TTLL8 (164714)
MUT_PANX2 (56666)
MUT_NUP210 (23225)
MUT_TGFBR2 (7048)
MUT_NBPF21P (205655)
MUT_TRANK1 (9881)
MUT_SCN10A (6336)
MUT_LAMB2 (3913)
MUT_MST1 (4485)
MUT_MST1R (4486)
MUT_IQCF5 (389124)
MUT_PBRM1 (55193)
MUT_SPCS1 (28972)
MUT_SELENOK (58515)
MUT_LINC00877 (285286)
MUT_GBE1 (2632)
MUT_EPHA3 (2042)
MUT_CRYBG3 (131544)
MUT_OR5H8 (79289)
MUT_LINC02042 (101929694)
MUT_SIDT1 (54847)
MUT_HGD (3081)
MUT_TRIM59 (286827)
MUT_SLITRK3 (22865)
MUT_CAMK2N2 (94032)
MUT_THPO (7066)
MUT_SENP2 (59343)
MUT_FAM193A (8603)
MUT_EVC2 (132884)
MUT_UNC93B7 (100887746)
MUT_TAPT1 (202018)
MUT_ARL9 (132946)
MUT_ADAMTS3 (9508)
MUT_COQ2 (27235)
MUT_ARHGAP24 (83478)
MUT_HERC3 (8916)
MUT_LEF1 (51176)
MUT_BLTP1 (84162)
MUT_NAA15 (80155)
MUT_PRSS48 (345062)
MUT_FBXW7 (55294)
MUT_DCHS2 (54798)
MUT_FSTL5 (56884)
MUT_FBXO8 (26269)
MUT_ACSL1 (2180)
MUT_FAM149A (25854)
MUT_SDHA (6389)
MUT_ZDHHC11 (79844)
MUT_IRX2 (153572)
MUT_LINC02063 (105374627)
MUT_ADCY2 (108)
MUT_FASTKD3 (79072)
MUT_ZNF622 (90441)
MUT_CDH10 (1008)
MUT_SUB1 (10923)
MUT_NIPBL (25836)
MUT_SELENOP (6414)
MUT_MAST4 (375449)
MUT_IQGAP2 (10788)
MUT_ARSB (411)
MUT_FAM151B (167555)
MUT_EFNA5 (1946)
MUT_APC (324)
MUT_KCNN2 (3781)
MUT_LOX (4015)
MUT_LINC02900 (340073)
MUT_PCDHB1 (29930)
MUT_PCDHB11 (56125)
MUT_PCDHGB7 (56099)
MUT_ZNF300 (91975)
MUT_SPARC (6678)
MUT_NSG2 (51617)
MUT_GRK6 (2870)
MUT_MRNIP (51149)
MUT_TBC1D7 (51256)
MUT_HLA-C (3107)
MUT_EHMT2 (10919)
MUT_NOTCH4 (4855)
MUT_SLC39A7 (7922)
MUT_DNAH8 (1769)
MUT_C6orf132 (647024)
MUT_BICRAL (23506)
MUT_PTK7 (5754)
MUT_COL21A1 (81578)
MUT_DDO (8528)
MUT_GPRC6A (222545)
MUT_IL22RA2 (116379)
MUT_HIVEP2 (3097)
MUT_UTRN (7402)
MUT_GRM1 (2911)
MUT_SYNE1 (23345)
MUT_AHR (196)
MUT_HNRNPA2B1 (3181)
MUT_AMPH (273)
MUT_GRB10 (2887)
MUT_GTF2I (2969)
MUT_CCDC146 (57639)
MUT_MAGI2 (9863)
MUT_ELAPOR2 (222223)
MUT_TMEM130 (222865)
MUT_MYL10 (93408)
MUT_LRWD1 (222229)
MUT_KMT2E (55904)
MUT_CFTR (1080)
MUT_CADPS2 (93664)
MUT_KCP (375616)
MUT_STRIP2 (57464)
MUT_ZC3HC1 (51530)
MUT_MEST (4232)
MUT_KMT2C (58508)
MUT_FBXO25 (26260)
MUT_TRMT9B (57604)
MUT_XPO7 (23039)
MUT_TEX15 (56154)
MUT_CEBPD (1052)
MUT_MTFR1 (9650)
MUT_JPH1 (56704)
MUT_GRHL2 (79977)
MUT_UBR5 (51366)
MUT_NDRG1 (10397)
MUT_DENND3 (22898)
MUT_FREM1 (158326)
MUT_CCDC171 (203238)
MUT_CDKN2A (1029)
MUT_FANCG (2189)
MUT_TLN1 (7094)
MUT_SPAG8 (26206)
MUT_VPS13A (23230)
MUT_SLC28A3 (64078)
MUT_EPB41L4B (54566)
MUT_OR2K2 (26248)
MUT_UGCG (7357)
MUT_EXOSC2 (23404)
