Epoch,LearningRate,TrainLoss,ValidLoss,TrainRMSE,ValidRMSE
32,0.00029999989188930217,0.03125493482460316,0.03828061357498527,0.09508997236051248,0.10854847722444931
33,0.0002999999141131702,0.030764393658259438,0.03411990677093242,0.0943843371859643,0.09904186483620663
34,0.0002999999061740098,0.030313989549902377,0.03566203563957959,0.09282222769875431,0.10366133565160257
35,0.0002999998999108903,0.029658661518683207,0.0368330740445369,0.0917745421006946,0.10607536142513782
36,0.0002999999050517184,0.03032317731471849,0.03587468581514674,0.09285719253039604,0.1033844656704356
37,0.0002999998637812854,0.02990639793794192,0.042969762238564795,0.09234309522199777,0.1185729267286857
38,0.0002999998973076623,0.029811986101565848,0.03730899699636408,0.09240093234961166,0.10662274926964037
39,0.0002999999116061806,0.029803915909263522,0.034614295751840864,0.09180753219913328,0.10106512848892607
40,0.000299999906779217,0.029785220533799214,0.03554683386742532,0.09246006290358974,0.10285858144835029
41,0.00029999990476329197,0.029623584216757187,0.03592913315908329,0.09147280955486073,0.10211612124583534
42,0.00029999992119811807,0.029528096595184166,0.032682317323065375,0.091712435987543,0.095802362722551
43,0.0002999999128194734,0.029998800712379137,0.03437591713291031,0.09267046886046852,0.10115376166723415
44,0.00029999990230543237,0.02981514942046726,0.03638980764750246,0.09196332794697962,0.10722032626140512
45,0.00029999991609993426,0.0298969887461415,0.03372296094670668,0.09239323156045305,0.0975288084076551
46,0.0002999999134099973,0.029790493690013017,0.034259295365115905,0.09201913669704176,0.09892221521576043
47,0.0002999999093340141,0.029473834501425173,0.03505635393542928,0.09144163384222447,0.10233972792693677
48,0.000299999921611511,0.02973603724321525,0.03259647922875645,0.09208427748134955,0.09590701843685982
49,0.00029999992471877753,0.029370871164223298,0.03194389564989207,0.09181855838430544,0.09456108820353612
50,0.000299999903675888,0.029100722505001723,0.03613366876860281,0.09105524829641076,0.10394738232896761
51,0.00029999991945605205,0.029063915220293488,0.033041595092585856,0.09121748004295904,0.09798979541535553
52,0.00029999990709050754,0.02917707217984356,0.035487433778004604,0.09125199323103676,0.1007951671394748
53,0.00029999990870651836,0.028979857675087137,0.03517745660097749,0.09083122782589154,0.10192978452928009
54,0.0002999999200196254,0.029587903524578647,0.03292579463383815,0.0921230153264041,0.09708352948784284
55,0.0002999999248026246,0.02930114831880508,0.031926101381266794,0.0913497454681854,0.09415114035385527
56,0.00029999992326837116,0.029596631328581244,0.03225015126191102,0.09185981621776604,0.09503714779431448
57,0.00029999992978354514,0.028841354005086195,0.030850627009306585,0.09062500945452936,0.09168188522363775
58,0.0002999999244924366,0.029603779116633592,0.03199188094642069,0.09193424335653014,0.09490564466577942
59,0.0002999999191838874,0.029307238374573195,0.03309737315944007,0.09149851401449988,0.09768673897682922
60,0.00029999992578450403,0.028934611776696213,0.03171698113640507,0.0910514587049171,0.09395904876784805
61,0.0002999999194643715,0.028722519851929498,0.03303988859639154,0.09067570546250202,0.097881196345054
62,0.000299999906869861,0.029245356448991282,0.03552954753597935,0.09140367708089984,0.10048374058258176
63,0.0002999999219066784,0.029018365964801937,0.032535051261340535,0.09061607859535115,0.09689048943204828
64,0.000299999911451343,0.02877595084935454,0.03464459905305782,0.0904534117225772,0.1013262780093975
65,0.0002999999200533786,0.028809098550054948,0.032918846251459806,0.09032508720307426,0.09652924633262143
66,0.000299999927607369,0.02916648688745618,0.03132504665547305,0.09156091272065438,0.09303598897561048
67,0.0002999999163124511,0.02850243693405764,0.03368022413672628,0.0901618075351998,0.09970236159251933
68,0.00029999992200830256,0.028763332088444858,0.03251387515628302,0.09024915759883569,0.09603399380377389
69,0.00029999992605623675,0.02892804601355994,0.031658863576056365,0.09058550763408595,0.09390494337775565
70,0.0002999999281095817,0.028648680593950624,0.031216201201841997,0.09024279026738039,0.0928522177044416
71,0.00029999992734959025,0.02897526397097778,0.03138076887653397,0.09087366669875728,0.09348029840562315
72,0.0002999999199917219,0.02885555425579164,0.032931537689031426,0.09064592518604903,0.09694683849170611
